series_name,episode_name,episode_number,episode_season,rating,total_votes,description
Arrow,Pilot,1,1,8.3,8269,"
Billionaire playboy, Oliver Queen, has been considered dead for five years. Now, he has returned. But something, during those five years, has changed him into a mysterious green hooded archer.    "
Arrow,Honor Thy Father,2,1,8,6259,"
Arrow moves further along his father's list while battling family issues with his mother, Moira, and especially with his sister. He also makes amends for past difficulties with Laurel.    "
Arrow,Lone Gunmen,3,1,8.2,5876,"
A mysterious sniper called Deadshot is taking out bidders at an auction for an industry company. The bidders include Oliver's stepfather, Walter Steele.    "
Arrow,An Innocent Man,4,1,8.2,5568,"
Peter Declan has been charged with murdering his wife, and only Oliver believes he's innocent. Arrow asks Laurel to look into Declan's case. Meanwhile, Walter investigates a warehouse that Moira mysteriously bought with the company's money.    "
Arrow,Damaged,5,1,8.4,5520,"
Oliver is accused of being the hooded archer and is put under house arrest. Also, he thinks back to his time on the island, where he first met Edward Fyers and Deathstroke.    "
Arrow,Legacies,6,1,7.8,5217,"
Oliver's next target is Scott Morgan, a power executive who jacks up prices for electricity when people most need it. John Diggle suggests they go after the gang of bank robbers that recently wounded a police officer during a daytime heist. Oliver is not so keen but John isn't the kind of guy who gives up very easily. Oliver quickly identifies one of them as a high school acquaintance, Derek Reston - and learns that Reston may have turned to crime because of something Oliver's father did. Tommy meanwhile isn't having much luck with his hoped for romance with Laurel. ...    "
Arrow,Muse of Fire,7,1,8,5136,"
A new vigilante is killing off the people that work for mob boss Frank Bertinelli.    "
Arrow,Vendetta,8,1,7.9,4996,"
Oliver Queen attempts to train Helena Bertinelli in the hopes that she will join him in his fight for justice. Meanwhile, Walter Steele delves deeper into his wife's secrets.    "
Arrow,Year's End,9,1,8.2,4809,"
Oliver Queen attempts to track down a mysterious copycat vigilante who is killing people on the list.    "
Arrow,Burned,10,1,7.6,4889,"
Oliver's confidence is shaken after being beaten by the Dark Archer and he takes a break from being Arrow. However, when Laurel calls Arrow for help investigating a firefighter's suspicious death, he reluctantly agrees but his hesitance while fighting almost costs him his life. Meanwhile, Tommy throws a benefit for the firefighters and Thea tries to lift Moira out of her depressive state.    "
Arrow,Trust But Verify,11,1,8,4691,"
After a string of violent armored car robberies, Oliver suspects that Ted Gaynor of Black Hawk Security is the mastermind. His name is also on the list. It leads to a major disagreement with Digg as Gaynor was his training officer on his first tour of duty in Afghanistan. Digg learns that people change. Meanwhile, Tommy is hesitant at his father's attempt at reconciliation - and with good reason. Thea celebrates a birthday but has trouble with the police when she's arrested after a car accident for driving under the influence of a narcotic.    "
Arrow,Vertigo,12,1,8.2,4742,"
After Thea gets in trouble with the police, Oliver turns to an old flame - now a vice cop - to help track down the creator of a new designer drug with lethal after-effects.    "
Arrow,Betrayal,13,1,8.4,4832,"
Quentin Lance's ongoing attempt to capture the vigilante is put to a halt when a recently released criminal kidnaps his daughter to get to Arrow. Meanwhile, John Diggle insists on spying on Moira Queen to learn her secrets.    "
Arrow,The Odyssey,14,1,8.7,5150,"
Oliver's heavy-handed approach to getting information from his mother backfires and she manages to shoot him in the shoulder. He turns to Felicity Smoak for help getting back to his hideaway. She and Digg do their best to nurse him back to health. Flashbacks to Oliver's time on the island reveals an early attempt to escape. Oliver's loyalties however prevent him from taking advantage of the situation. The reason for Yao Fei's betrayal is revealed.    "
Arrow,Dodger,15,1,7.8,4606,"
A jewel thief named Dodger strikes Starling City, a purse snatcher targets Thea and dating anxiety hits Oliver and Diggle. Each perilous situation leads to hard choices.    "
Arrow,Dead to Rights,16,1,8.6,4818,"
The plan to kill Malcolm Merlyn goes into operation. Arrow kills one assassin who has just arrived in the city and retrieves his cellphone. It's up to Felicity to break into it and find out just who the target is. A birthday dinner for Tommy Merlyn is interrupted by his father who brings him a present. Tommy makes it clear that he is not welcome and does not want a relationship with him. Malcolm is to receive an award at a civic gala and after a heart to heart with Oliver, Tommy decides to attend. When Oliver learns that Malcolm is the target, he races to save Tommy. ...    "
Arrow,The Huntress Returns,17,1,7.9,4625,"
Helena is back to seek vengeance, but Oliver still has feeling toward her. The Arrow must stop and kill her, but at what costs? Now that several of his closest friends know about his true identity, no one is safe.    "
Arrow,Salvation,18,1,8.2,4520,"
After a major fire, Oliver decides it's time to eliminate real estate developer and slumlord John Nicol, another person on his father's list. He's beaten to the punch when another vigilante, The Savior, who kidnaps Nicol and ultimately executes him - broadcasting the whole thing over the Internet. The new vigilante is identified as a man whose wife was killed in a bodega robbery in the Glades district. When he kidnaps Thea's new boyfriend, Roy Harper, Oliver decides to stop him. Meanwhile, Laurel is upset to find that her father has come around to her mother's belief ...    "
Arrow,Unfinished Business,19,1,8,4440,"
Vertigo is again appearing on the market even though The Count, who created the drug, is still in a psychiatric hospital. Soon after Oliver confirms that he's still there, he somehow manages to escape. The Count's psychiatrist says his patient overpowered him and has concluded that his insanity was just a ruse. The police suspect Tommy may be dealing drugs from the club and Det. Lance gets a search warrant. Oliver is not sure what to believe and Tommy, feeling his onetime friend has no respect for him, quits. He turns to his father for a job. Digg gives information ...    "
Arrow,Home Invasion,20,1,8.3,4523,"
Oliver decides that his next target is going to be someone on Digg's list: Deadshot. They set a trap for him and Digg's spy friends get involved as well. Meanwhile, Laurel's latest clients are Eric and Nancy Moore who have agreed to testify against Edward Rasmus, a financial advisor who swindled them. The night before their deposition however, they are assassinated. Laurel takes charge of their now orphaned son, Taylor, but he saw his parents killed and is now the assassins next target. Oliver steps in to stop him but in doing so fails to back up Digg and Deadshot ...    "
Arrow,The Undertaking,21,1,8.6,4814,"
After taking a mob accountant's laptop, Oliver plans to return the money to its rightful owners. Felicity however finds that Dominic Alonzo - the operator of an illegal casino and the head of a gang known for kidnapping - was paid $2 million to kidnap Walter. Arrow pays him a visit and is told that Walter is dead. He tells his mother and Thea but Moira rushes to Malcolm Merlyn demanding to know why he broke their agreement. He assures her that Walter is alive and will be released as long as she continues to cooperate. Oliver is listening to the entire conversation and...    "
Arrow,Darkness on the Edge of Town,22,1,9,5438,"
The time is fast approaching for the Undertaking to occur and Malcolm Merlyn begins to tidy up the loose ends, beginning with the scientists at UNIDAC. Oliver and Digg trick Moira into telling just what the Undertaking is about. Oliver realizes that even if he manages to eliminate everyone on his father's list he has only, in his own words, eliminated the symptoms and not the disease. Felicity locates the UNIDAC device - sort of. Thea and Roy's relationship comes to head when they are unable to locate the vigilante. Walter files for divorce. Laurel and Oliver begin a ...    "
Arrow,Sacrifice,23,1,9.4,8125,"
Oliver awakens to find himself Malcolm Merlyn's prisoner. He manages to escape and away with help from Digg. Malcolm accelerates his timetable as a result. Felicity is questioned by Det. Lance about her hacking activities but is interrupted by Oliver who tells him about Malcolm's plan to destroy the Glades. Tommy confronts Oliver about Laurel but refuses to believe that his father is up to no good. Malcolm comes clean about his plans and Tommy realizes that his father is insane. Moira goes public with what she knows, urging the residents of the Glades to evacuate. Roy...    "
Arrow,City of Heroes,1,2,8.5,5919,"
Diggle and Felicity return to the island to convince Oliver to return as the Arrow.    "
Arrow,Identity,2,2,8.3,4833,"
Now that Oliver no longer has the list to work from, he's not sure what's next. Roy continues doing his own vigilantism and has to be bailed out of jail by Thea. When he mentions to Oliver that someone is hijacking medical deliveries to the Glades Memorial hospital, the Arrow knows exactly what he wants to do. His visit to the hospital doesn't go well when local politician Sebastian Blood takes him to task for what his family has done. When he tries to stop a hijacking, Arrow comes up against China White and her new partner Bronze Tiger. Thea tells Roy she's not going...    "
Arrow,Broken Dolls,3,2,8.6,4945,"
When a dangerous criminal from Lance's past (MICHAEL EKLUND) escapes from prison, Felicity offers herself up as bait so Arrow, Diggle and Lance can capture him...but plans go awry.    "
Arrow,Crucible,4,2,8.5,4805,"
Oliver discovers a man who goes by the name ""The Mayor"" is bringing illegal guns in to The Glades, so Oliver sponsors a ""Cash for Guns"" event to help clean up the city. Unfortunately, The Mayor crashes the event with his gang and seriously injures Sin. The Canary is furious when she learns her friend is in the hospital and sets out for revenge. Meanwhile, Felicity stuns Oliver with a bit of information about the Canary, Donner asks Laurel to dinner, and Diggle reconnects with an old friend.    "
Arrow,League of Assassins,5,2,8.6,4875,"
While Oliver tends to the Canary's wounds, he tries to get her to talk about where she came from but she refuses. However, after Oliver and Canary are attacked at the Queen mansion by a trained killer from the League of Assassins, she confesses to how she's connected with the nefarious group. Meanwhile with Moira facing multiple counts of murder and conspiracy for her part in the destruction of The Glades, the Assistant District Attorney offers her a choice - plead guilty now and avoid the death penalty or take your chances in court. Thea begs her mother to fight for ...    "
Arrow,Keep Your Enemies Closer,6,2,8.3,4510,"
Amanda Waller sends A.R.G.U.S. agents to kidnap Diggle. Waller informs Diggle that Lyla has gone missing after following a lead on Deadshot in Moscow. When Diggle tells the team he's headed to Russia to rescue Lyla, Oliver and Felicity decide to join, but things get messy when Isabel shows up on the tarmac and insists on joining Oliver's ""work trip"". Meanwhile, Moira's lawyer, Jean, tells Thea that dating Roy, a known criminal, is hurting her mother's case.    "
Arrow,State v. Queen,7,2,8.4,4634,"
Oliver is concerned when a mysterious illness sweeps the city, infecting hundreds of people, including Diggle. Oliver discovers Vertigo in Diggle's blood and realizes The Count has broken out of prison and is once again distributing his drug. Meanwhile, Moira goes on trial for her participation in the Undertaking. ADA Adam Donner collapses in court with Vertigo symptoms so Laurel must step in and try the case against Moira. Oliver is torn between standing by his family during the trial and catching The Count. However, things change when Felicity follows a lead and ...    "
Arrow,The Scientist,8,2,8.9,5428,"
After an impossible break in at Queen Consolidated, CSI Barry Allen comes to Starling to help with the investigation, Sin asks Roy for help so Thea tags along.    "
Arrow,Three Ghosts,9,2,9.2,6272,"
After a fight with Cyrus Gold, aka the Acolyte, Oliver is drugged and left for dead. Determined to cure him, Felicity makes a risky decision. The cure causes Oliver to hallucinate, and what he sees forces him to confront his past. Meanwhile, Barry Allen continues to help Felicity, and their connection grows stronger. The Arrow asks Quentin to look into Gold, but when the stakeout on Gold goes bad, someone is killed. Roy is captured and tortured by Brother Blood.    "
Arrow,Blast Radius,10,2,8.1,4261,"
Oliver must tackle a new threat to the city when bombs start to go off in Starling City. Felicity discovers the person setting them off is Mark Scheffer, a man who goes by the nickname Shrapnel. The Arrow discovers Shrapnel's next target is Sebastian Blood's ""Unity Rally"" and tries to talk the alderman out of hosting it, but he refuses. The Arrow sets off to stop the bombing, but Shrapnel tricks him and traps him in a bomb-laced antique store where he is unable to move without setting off the device. While Felicity helps Oliver, Diggle races to the plaza to find the ...    "
Arrow,Blind Spot,11,2,8.4,4278,"
When Laurel asks the Arrow to investigate Sebastian Blood, Oliver is unsure whether to believe her accusations. But when they get too close to the truth, Blood strikes back.    "
Arrow,Tremors,12,2,8.5,4321,"
Arrow offers to train Roy so he can learn to control his newfound super-strength. However, Roy is a rebellious student and refuses to listen unless Arrow reveals his true identity, which Oliver refuses to do. Meanwhile, the Bronze Tiger escapes from prison and steals Malcolm's earthquake machine to sell to the highest bidder. Oliver, Diggle and Felicity attempt to stop the transfer, but Roy gets in the way, putting everyone in danger. Laurel is disbarred and spirals out of control. Moira is thrilled when Walter asks her to dinner, but his reason surprises her. Thea ...    "
Arrow,Heir to the Demon,13,2,8.5,4614,"
Laurel continues to unravel, Oliver and Lance try to convince Sara to stay in Starling City and finally reunite with Laurel and Dinah. However, Sara's fellow League of Assassins member, Nyssa, comes to bring Sara back to the fold, but when Sara refuses, Nyssa kidnaps Dinah. Realizing she's putting her family in danger by staying in town, Sara considers re-joining the league.    "
Arrow,Time of Death,14,2,8.6,4641,"
Oliver brings Sara into the Arrow team. Watching Oliver and Diggle spar with Sara and talk old scars, Felicity starts to feel left out. The team is investigating a villain named William Tockman, a.k.a. The Clock King, who is a brilliant thief armed with technology that can open any bank vault in Starling City. After The Clock King infiltrates the computer systems in the lair, Felicity feels pressure to prove her worth. When she gets a lead on Tockman's whereabouts, she heads out without the team, putting her in peril. Meanwhile, Oliver throws Sara a welcome home party...    "
Arrow,The Promise,15,2,9,5407,"
Oliver is shocked when he learns that Slade has come to Starling City. Back on the island, as Oliver, Slade and Sara prepare to take over the freighter from Ivo, Sara pulls Oliver aside and tells him he needs to kill Ivo to prevent him from telling Slade what happened with Shado. Oliver feels immense guilt over the situation but realizes Slade's growing rage from the Mirakuru makes him unpredictable and he could turn on his friends if he thinks Oliver is to blame. Oliver agrees to kill Ivo and the battle begins.    "
Arrow,Suicide Squad,16,2,8.3,4439,"
Lyla asks Diggle to go on a mission alongside the Suicide Squad, a team assembled by Amanda Waller to undertake high-risk missions, even though the team includes Diggle's nemesis, Deadshot, and Oliver's enemy, Bronze Tiger.    "
Arrow,Birds of Prey,17,2,8,4187,"
When Frank Bertinelli is arrested, Oliver knows it's only a matter of time before his daughter, Helena, AKA The Huntress, returns to town. To make matters worse, Laurel is picked to try Frank's case, putting her right in the path of Helena. Oliver tells Sara he will handle his ex-girlfriend, but when Helena takes hostages at the courthouse, including Laurel, the Canary will stop at nothing to save her sister. When The Huntress and Canary meet, an epic battle begins. Meanwhile, Roy realizes he needs to keep Thea safe, but doesn't like the way he is forced to go about ...    "
Arrow,Deathstroke,18,2,9.1,5615,"
After taking a ride home from Slade, Thea becomes his prisoner. Can Oliver and his friends save her? Also, someone close to Oliver is working for Slade, since his return from the Island after Tommy's death.    "
Arrow,The Man Under the Hood,19,2,8.9,4828,"
Oliver, Canary, Diggle, and Felicity return to the lair and find Slade waiting for them. An epic battle breaks out and one member of Team Arrow is sent to the hospital. Thea hits her breaking point, but just as Oliver is about to reach her, Slade intervenes and Oliver is faced with a choice - his battle with Slade or his family. Meanwhile, Laurel struggles with a new secret.    "
Arrow,Seeing Red,20,2,9.2,6675,"
The mirakuru sends Roy into a rage rampage across the city. Sara thinks that the only way to stop him is to kill him but Oliver thinks he can still save him. Meanwhile, Slade is continuing his plan to make Oliver pay.    "
Arrow,City of Blood,21,2,8.9,5066,"
After Slade threatens to take everything Oliver loves away, Oliver decides the fastest way to stop further bloodshed is to surrender to his enemy. Knowing that surrender will surely lead to Oliver's death, Diggle and Felicity go to extreme measures to keep Oliver from confronting Slade. Meanwhile, Thea considers leaving town, and Laurel resumes her crusade against Sebastian Blood. Finally, Slade unleashes his assault on Starling City.    "
Arrow,Streets of Fire,22,2,9.1,5478,"
Oliver rallies his team as Slade's soldiers attack the city. Felicity gets a call from S.T.A.R. Labs with game-changing news and Thea comes face-to-face with her father.    "
Arrow,Unthinkable,23,2,9.4,7674,"
As Oliver's face off with Slade escalates, his resolve to the no-kill rule is tested. Especially as Slade targets the woman Oliver loves.    "
Arrow,The Calm,1,3,8.7,6140,"
As a new enemy emerges seven months after Slade's attack upon Starling City, Oliver battles with the help of his teammate Roy. However, with the Arrow's presence elsewhere someone he had loved dearly is hurt.    "
Arrow,Sara,2,3,8.3,4525,"
Team Arrow is in pursuit of a new villain who poses a threat to Starling City. Meanwhile, Oliver is worried about not having heard from Thea.    "
Arrow,Corto Maltese,3,3,8.1,4207,"
Oliver, Roy and Diggle fly to Corto Maltese to find and convince Thea to come back home to Starling City, Lyla sees this as an opportunity and asks Diggle to locate an A.R.G.U.S. field operatives there.    "
Arrow,The Magician,4,3,8.3,4271,"
Nyssa and Oliver join forces to go after the Dark Archer.    "
Arrow,The Secret Origin of Felicity Smoak,5,3,8.3,4662,"
Felicity's family and backstory come to the fore. Felicity tries to find common ground with her mother but it is clear the two are very different.    "
Arrow,Guilty,6,3,8,4005,"
Ted Grant becomes the primary suspect when a body is found in the Wildcat gym and Roy shares a secret with Felicity.    "
Arrow,Draw Back Your Bow,7,3,7.9,4176,"
Oliver must stop an Arrow-obsessed serial killer, Carrie Cutter, who is convinced that The Arrow is her one true love and will stop at nothing to get his attention. Unfortunately, her way of getting his attention is to kill people. Meanwhile, Ray asks Felicity to be his date for a work dinner with important clients. Thea auditions new DJs for Verdant and meets Chase, a brash DJ with whom she immediately clashes.    "
Arrow,The Brave and the Bold,8,3,9.1,6198,"
As Oliver, Arsenal, and Diggle pursue a killer named Digger Harkness, they encounter an ARGUS team; Oliver and the Flash team up to try and stop Harkness.    "
Arrow,The Climb,9,3,9.5,12191,"
The League of Assassins give Oliver 48 hours to find Sara's killer, or Starling City citizens will die. Oliver then has an epic confrontation with Ra's al Ghul.    "
Arrow,Left Behind,10,3,8.3,4514,"
The Team's worst fears are realized when Merlyn informs them of Oliver's death. Meanwhile Ray Palmer tests part of his ATOM suit out and Laurel Lance decides to pursue justice outside of the law by taking up the mantle of the Black Canary.    "
Arrow,Midnight City,11,3,7.8,3982,"
Arsenal and Diggle confront Laurel about trying to step into her sister's shoes and warn her to stop before she gets herself killed. However, the villan Brick kidnaps the city's Aldermen and threatens to kill them all unless the police evacuate The Glades, it's all suits on deck. Meanwhile, Ray steps in to help Lance and the police force fight Brick, showing Felicity a new side of her boss. Malcom tells them that Ra's al Ghul is after his family and they must leave town immediately.    "
Arrow,Uprising,12,3,8.4,4240,"
Still operating without Oliver and desperate to stop Brick, Team Arrow is forced to consider Malcolm's offer to help shut Brick down as Malcolm has a personal score to settle with the felon. Roy and Laurel point out that the team could use some help to save the innocents of The Glades, but Felicity is adamantly against it. They look to Diggle to make the final decision. Meanwhile, the flashbacks chronicle Malcolm's descent from kind-hearted father and husband to cold-blooded killer after the murder of his wife.    "
Arrow,Canaries,13,3,8.2,4043,"
Oliver struggles to adjust to the changes that have taken place within Team Arrow; Laurel ignores Oliver and pursues Vertigo - who injects her with the drug; Thea receives a surprise visitor.    "
Arrow,The Return,14,3,8.2,4109,"
Malcolm puts Oliver and Thea in a dangerous situation that lands them on Lian Yu with Oliver's former enemy, Deathstroke. A flashback reveals when Oliver and Maseo returned to Starling City to retrieve the Omega bio weapon, and despite being under strict orders from Amanda Waller not to reveal himself to anyone, Oliver looks in on his family, Laurel and Tommy.    "
Arrow,Nanda Parbat,15,3,8.7,4906,"
Malcolm is captured by Ra's al Ghul and taken to Nanda Parbat. Because of his love for Thea, Oliver considers saving Merlyn. Ray is obsessed with finishing his Atom suit so he can save the city but Felicity fears he is heading down the same path as Oliver and tries to pull him out of the lab.    "
Arrow,The Offer,16,3,8.2,3995,"
Oliver thinks about the offer Ra's Al Ghul gave him, but to do so theres a catch.    "
Arrow,Suicidal Tendencies,17,3,8.3,3937,"
It's celebration time as Diggle and Lyla get married. However, Deadshot interrupts their honeymoon and tells them the Suicide Squad has been given a new mission - rescue United States Senator Joseph Cray from a hostage situation in the Republic of Kasnia. Amanda Waller breaks down the mission and introduces them to the newest member of the Suicide Squad, Cupid. Meanwhile, Oliver learns about Ray's new Atom costume and the two have a heated stand-off. Felicity and Ray hit a rough patch.    "
Arrow,Public Enemy,18,3,8.8,4502,"
During an attack on the mayor's office, Ray is critically injured. Felicity is pleasantly surprised when her mother, Donna Smoak, shows up at the hospital to offer her support. With the SCPD out in full force looking for the assailant, Oliver and his team work hard to stay one step ahead of the police to find the man responsible. However, things come to a head when Ra's al Ghul kidnaps Captain Lance.    "
Arrow,Broken Arrow,19,3,8.9,4968,"
Lance continues his mission to take down the Arrow. When a meta-human named Jake Simmons, who kills people with blasts of energy and plasma, starts terrorizing Starling City, Oliver is forced to ask Ray for help.    "
Arrow,The Fallen,20,3,8.6,4675,"
Ra's al Ghul finally makes Oliver an offer he can't refuse. The team joins Oliver on his journey to Nanda Parbat where a heartbroken Felicity decides to take matters into her own hands.    "
Arrow,Al Sah-Him,21,3,8.3,4165,"
Oliver goes through a transformation; Laurel asks Felicity and Diggle to help Nyssa face the League of Assassins.    "
Arrow,This Is Your Sword,22,3,8.7,4468,"
Oliver must complete two final tasks before becoming the next Ra's al Ghul; Nyssa is threatened; Malcolm makes an offer to the team; Thea visits Roy.    "
Arrow,My Name Is Oliver Queen,23,3,8.1,5439,"
Ra's al Ghul sets his plan in motion, putting everyone in danger; Oliver must decide if he is strong enough to handle his new role - and what it will mean for his team and his soul.    "
Arrow,Green Arrow,1,4,8.2,5333,"
A new enemy lures Oliver Queen back to Starling City and forces him to put on the hood once more.    "
Arrow,The Candidate,2,4,7.8,3754,"
Oliver and Thea are concerned when a family friend plans to run for mayor; Thea starts to exhibit side effects from the Lazarus Pit; Felicity asks an employee for help with a business decision.    "
Arrow,Restoration,3,4,7.9,3630,"
The growing tension between Oliver and Diggle puts both their lives at risk when they go after Damien Darhk and a H.I.V.E. deployed meta-human. Meanwhile, Laurel talks Thea into returning to Nanda Parbat to ask her father to put Sara into the Lazarus Pit. However, Laurel is surprised when Nyssa refuses to do it.    "
Arrow,Beyond Redemption,4,4,8,3568,"
Laurel must deal with the repercussions of taking Sara to Nanda Parbat. Meanwhile, Oliver asks Captain Lance for a favor and while he's not surprised at the response, he is surprised at what he finds out next.    "
Arrow,Haunted,5,4,8.7,4732,"
Oliver calls in a favor from old friend John Constantine when Sara takes a turn for the worse.    "
Arrow,Lost Souls,6,4,7.8,3563,"
Felicity is frantic when she learns that Ray is alive and being held by Damien Darhk. Felicity's guilt over not finding Ray sooner causes tension between her and Oliver.    "
Arrow,Brotherhood,7,4,7.9,3350,"
A shocking revelation complicates the battle between Team Arrow and Damien Darhk; Thea loses control in front of Alex.    "
Arrow,Legends of Yesterday,8,4,8.9,4793,"
Oliver and Barry hide Kendra and Carter in a remote location while they try to figure out how to defeat Vandal Savage; Felicity, Thea, Diggle and Laurel work to come up with a weapon to destroy Vandal.    "
Arrow,Dark Waters,9,4,8.7,4124,"
Oliver moves against HIVE; Malcolm goes to see Thea, leaving her with a warning; Damien Darhk retaliates at Oliver's holiday party.    "
Arrow,Blood Debts,10,4,7.8,3351,"
Oliver must deal with the devastating consequences of Darhk's last attack. Seeking revenge, Oliver goes on a brutal manhunt looking for Dahrk.    "
Arrow,A.W.O.L.,11,4,7.7,3220,"
An agent of Shadowspire who was an enemy from Diggle and Andy's wartime past shows up to Star City. Diggle must learn to trust Andy but he got more than he wanted about their shared time from war. Oliver however must learn a new way of life when Felicity is now in a wheelchair and receives her codename.    "
Arrow,Unchained,12,4,8,3235,"
The team faces off against a formidable villain nicknamed The Calculator (guest star Tom Amandes). Meanwhile, Nyssa (guest star Katrina Law) makes her move and Roy Harper (guest star Colton Haynes) returns to Star City.    "
Arrow,Sins of the Father,13,4,8.2,3406,"
Oliver receives an offer from Nyssa that is hard to refuse, Meanwhile Thea continues to battle the bloodlust Malcolm steps in to help his daughter, and Laurel has a Heart to Heart talk with Nyssa.    "
Arrow,Code of Silence,14,4,7.6,3146,"
Team Arrow uncovers HIVE's plan to take them out for good, leading Lance to wonder if Donna is better off without him and Oliver to consider telling Felicity about his son.    "
Arrow,Taken,15,4,8,3509,"
Oliver calls in his old friend Vixen for help in fighting Darhk, while Thea has a heart-to-heart talk with Malcolm.    "
Arrow,Broken Hearts,16,4,6.2,4183,"
Following the events of William's kidnapping, Darhk has become less powerful, but Carrie Cutter, a.k.a. Cupid, has emerged into Star City to cause chaos on the city and the Green Arrow.    "
Arrow,Beacon of Hope,17,4,6.6,3675,"
The Bug-Eyed Bandit escapes from jail and turns up at Palmer Tech threatening to kill everyone in the building unless she gets the bio-chip that was implanted in Felicity's spine.    "
Arrow,Eleven-Fifty-Nine,18,4,7.2,4783,"
Oliver and Diggle find out Merlyn wants to break Darhk out of prison; Laurel gets a surprise offer.    "
Arrow,Canary Cry,19,4,6.7,3914,"
Oliver and the team struggle to come to terms with a friend's death, especially Diggle, who is overwhelmed with guilt for choosing to believe Andy had changed.    "
Arrow,Genesis,20,4,7.3,3497,"
As Oliver and Felicity look for a magical solution to defeat Darhk, a vengeance-driven Diggle gets a lead on Andy's whereabouts and heads off to confront his brother. Meanwhile, Alex takes Thea on a vacation that quickly turns into a nightmare.    "
Arrow,Monument Point,21,4,7.1,3306,"
When Team Arrow learns what Damien Darhk's next move is, Felicity realizes she needs to ask her father, Noah Kuttler, for help. Noah and Oliver have a heart to heart talk that leaves Oliver rattled.    "
Arrow,Lost in the Flood,22,4,7,3293,"
Following the shocking events in the previous episode, Oliver and Diggle race to rescue Thea, while Felicity, Curtis and Noah join together to stop Darhk.    "
Arrow,Schism,23,4,5.6,5611,"
Oliver teams up with a surprising force in an attempt to stop Damien Darhk and his magic once and for all.    "
Arrow,Legacy,1,5,8.2,3939,"
After Laurel's death and the departures of both Diggle and Thea from Team Arrow, Oliver takes to the streets solo to protect Star City's citizens as the Green Arrow.    "
Arrow,The Recruits,2,5,8,3254,"
Oliver recruits Curtis, Wild Dog and Evelyn Sharp for his team, but his training methods prove to be too much for some to handle. In flashbacks, Oliver continues his initiation into the Bratva.    "
Arrow,A Matter of Trust,3,5,8,3019,"
The Green Arrow is forced to face a powerful new drug dealer when Wild Dog goes off on his own.    "
Arrow,Penance,4,5,7.9,2887,"
Oliver and Lyla team up on a secret mission for Diggle. Felicity finds out and disapproves of the plan and opts to stay behind. When Tobias Church launches a deadly assault against the city, Felicity must decide if she wants to send the recruits out sans the Green Arrow.    "
Arrow,Human Target,5,5,8.4,3131,"
When Tobias Church captures and tortures one of Oliver's new recruits, Oliver must turn to an old friend, Christopher Chance AKA the Human Target, for help. Meanwhile, Felicity's worlds collide when Detective Malone joins the ACU.    "
Arrow,So It Begins,6,5,8.1,2872,"
Felicity and Curtis learn that Prometheus's victims have a mysterious link to Oliver's past that could up-end his new team.    "
Arrow,Vigilante,7,5,8.1,2814,"
Oliver discovers there's a new vigilante in Star City when the bodies of two criminals are dropped at the SCPD. In flashbacks, Oliver faces Konstantin Kovar.    "
Arrow,Invasion!,8,5,8.9,4740,"
Oliver wakes up to a life in which his parents are alive and he is about to marry Laurel; Felicity faces a new threat with the help of The Flash and Supergirl.    "
Arrow,What We Leave Behind,9,5,9.1,3978,"
After an attack on Curtis, Oliver realizes Prometheus is planning to make a deadly move on all of Team Arrow; Felicity and Malone find a clue that ties Prometheus to Oliver's past.    "
Arrow,Who Are You?,10,5,7.7,2949,"
Worried that Prometheus may be right about him being a killer, Oliver finds a ray of hope in the apparent return of Laurel. Felicity swears revenge against Prometheus for causing Malone's death.    "
Arrow,Second Chances,11,5,8,2676,"
Talia al Ghul helps Oliver take down Kovar, but he isn't sure he wants it when she reveals what she requests in return.    "
Arrow,Bratva,12,5,7.9,2577,"
A mission sends Team Arrow to Russia where Oliver encounters an old friend.    "
Arrow,Spectre of the Gun,13,5,7.3,2978,"
Following a traumatic attack on City Hall, flashbacks show how Rene became Wild Dog.    "
Arrow,The Sin-Eater,14,5,7.6,2525,"
Three of Oliver's old foes break out of prison and form an alliance; Meanwhile, Lance is confronted about an old partnership.    "
Arrow,Fighting Fire with Fire,15,5,8.3,2741,"
When Vigilante attacks Oliver while he's acting as mayor, Diggle leads the team on a mission to stop Vigilante for good.    "
Arrow,Checkmate,16,5,8.8,3211,"
Oliver gets closer to the truth about Prometheus; Helix refuses to continue helping Felicity until she does a favor for them.    "
Arrow,Kapiushon,17,5,9.1,4286,"
Prometheus goes to extreme lengths to destroy Oliver. In flashbacks, Oliver's violent tendencies come to a head in a confrontation with Anatoly.    "
Arrow,Disbanded,18,5,8.3,2780,"
Diggle and Felicity are shocked by Oliver's decision to ask the Bratva for help in taking down Prometheus.    "
Arrow,Dangerous Liaisons,19,5,7.7,2579,"
Oliver, Team Arrow, ARGUS and the SCPD kick off a citywide manhunt for Adrian Chase. Helix tells Felicity they have a way to find Chase but they will need something big, and illegal, from her in return.    "
Arrow,Underneath,20,5,7.6,3243,"
Oliver and Felicity get trapped in the bunker together, while Diggle and Lyla deal with marital issues.    "
Arrow,Honor Thy Fathers,21,5,8,2506,"
Oliver faces the forced release of criminals prosecuted by Adrian Chase, while a crate is delivered to Oliver's office containing a corpse in concrete.    "
Arrow,Missing,22,5,8.9,3284,"
Black Siren returns to give Chase help; Felicity plans a birthday party for Oliver; Lance is angry with Rene for missing the custody hearing about his daughter.    "
